Id,Category,Longitude,Latitude
152,NA,145.13439,-37.91057
153,NA,145.13439,-37.91057
154,NA,145.1367579,-37.9103087
155,NA,145.13439,-37.91057
156,NA,145.13439,-37.91057
157,NA,145.138543,-37.9085985
158,NA,145.13439,-37.91057
159,NA,145.13439,-37.91057
160,NA,145.1367579,-37.9103087
161,NA,145.129814,-37.909909
162,NA,145.129814,-37.909909
163,NA,145.1367579,-37.9103087
164,NA,145.13439,-37.91057
165,NA,145.1367579,-37.9103087
166,NA,145.13439,-37.91057
167,NA,145.1367579,-37.9103087
168,NA,145.1367579,-37.9103087
169,NA,145.13439,-37.91057
170,NA,145.1367579,-37.9103087
171,NA,145.129814,-37.909909
172,NA,145.129814,-37.909909
173,NA,145.13439,-37.91057
174,NA,145.1367579,-37.9103087
175,NA,145.13439,-37.91057
176,NA,145.13439,-37.91057
177,NA,145.1367579,-37.9103087
178,NA,145.13439,-37.91057
179,NA,145.13439,-37.91057
180,NA,145.1367579,-37.9103087
181,NA,145.13439,-37.91057
182,NA,145.13439,-37.91057
183,NA,145.129814,-37.909909
184,NA,145.13439,-37.91057
185,NA,145.129814,-37.909909
186,NA,145.129814,-37.909909
187,NA,145.1367579,-37.9103087
188,NA,145.129814,-37.909909
189,NA,145.13439,-37.91057
190,NA,145.129814,-37.909909
191,NA,145.1367579,-37.9103087
192,NA,145.1367579,-37.9103087
193,NA,145.1367579,-37.9103087
194,NA,145.1367579,-37.9103087
195,NA,145.13439,-37.91057
196,NA,145.1367579,-37.9103087
197,NA,145.129814,-37.909909
198,NA,145.13439,-37.91057
199,NA,145.1367579,-37.9103087
200,NA,145.13439,-37.91057
201,NA,145.129814,-37.909909
202,NA,145.1416,-37.9083
203,NA,145.13439,-37.91057
204,NA,145.1367579,-37.9103087
205,NA,145.13439,-37.91057
206,NA,145.1367579,-37.9103087
207,NA,145.1367579,-37.9103087
208,NA,145.1425615,-37.9082385
209,NA,145.13439,-37.91057
210,NA,145.1367579,-37.9103087
211,NA,145.13439,-37.91057
212,NA,145.13439,-37.91057
213,NA,145.13439,-37.91057
214,NA,145.13439,-37.91057
215,NA,145.13439,-37.91057
216,NA,145.1425615,-37.9082385
217,NA,145.13439,-37.91057
218,NA,145.1367579,-37.9103087
219,NA,145.1367579,-37.9103087
220,NA,145.1367579,-37.9103087
221,NA,145.1367579,-37.9103087
222,NA,145.129814,-37.909909
223,NA,145.1367579,-37.9103087
224,NA,145.1367579,-37.9103087
225,NA,145.13439,-37.91057
226,NA,145.1367579,-37.9103087
227,NA,145.13439,-37.91057
228,NA,145.1367579,-37.9103087
229,NA,145.13439,-37.91057
230,NA,145.1367579,-37.9103087
231,NA,145.1367579,-37.9103087
232,NA,145.13439,-37.91057
233,NA,145.129814,-37.909909
234,NA,145.129814,-37.909909
235,NA,145.129814,-37.909909
236,NA,145.13439,-37.91057
237,NA,145.1367579,-37.9103087
238,NA,145.1367579,-37.9103087
239,NA,145.1367579,-37.9103087
240,NA,145.1367579,-37.9103087
241,NA,145.1367579,-37.9103087
242,NA,145.13439,-37.91057
243,NA,145.129814,-37.909909
244,NA,145.13439,-37.91057
245,NA,145.13439,-37.91057
246,NA,145.1367579,-37.9103087
247,NA,145.13439,-37.91057
248,NA,145.1425615,-37.9082385
249,NA,145.1367579,-37.9103087
250,NA,145.1367579,-37.9103087
251,NA,145.13439,-37.91057
252,NA,145.1425615,-37.9082385
253,NA,145.1367579,-37.9103087
254,NA,145.13439,-37.91057
255,NA,145.1367579,-37.9103087
256,NA,145.132236,-37.911581
257,NA,145.13439,-37.91057
258,NA,145.1367579,-37.9103087
259,NA,145.1367579,-37.9103087
260,NA,145.1367579,-37.9103087
261,NA,145.13439,-37.91057
262,NA,145.13439,-37.91057
263,NA,145.1367579,-37.9103087
264,NA,145.1367579,-37.9103087
265,NA,145.129814,-37.909909
266,NA,145.13439,-37.91057
267,NA,145.13439,-37.91057
268,NA,145.13439,-37.91057
269,NA,145.13439,-37.91057
270,NA,145.129814,-37.909909
271,NA,145.1367579,-37.9103087
272,NA,145.1297959,-37.9103917
273,NA,145.1367579,-37.9103087
274,NA,145.129814,-37.909909
275,NA,145.13439,-37.91057
276,NA,145.1367579,-37.9103087
277,NA,145.129814,-37.909909
278,NA,145.13439,-37.91057
279,NA,145.1367579,-37.9103087
280,NA,145.13439,-37.91057
281,NA,145.1425615,-37.9082385
282,NA,145.138678,-37.907862
283,NA,145.129814,-37.909909
284,NA,145.13439,-37.91057
285,NA,145.1367579,-37.9103087
286,NA,145.129814,-37.909909
287,NA,145.1367579,-37.9103087
288,NA,145.1367579,-37.9103087
289,NA,145.1367579,-37.9103087
290,NA,145.13439,-37.91057
291,NA,145.13439,-37.91057
292,NA,145.129898,-37.904477
293,NA,145.13439,-37.91057
294,NA,145.1367579,-37.9103087
295,NA,145.1367579,-37.9103087
296,NA,145.1268548,-37.9174936
297,NA,145.1367579,-37.9103087
298,NA,145.13439,-37.91057
299,NA,145.13439,-37.91057
300,NA,145.13439,-37.91057
301,NA,145.13439,-37.91057
302,NA,145.129814,-37.909909
303,NA,145.1367579,-37.9103087
304,NA,145.13439,-37.91057
305,NA,145.13439,-37.91057
306,NA,145.13439,-37.91057
307,NA,145.13439,-37.91057
308,NA,145.1367579,-37.9103087
309,NA,145.1400375,-37.9096437
310,NA,145.129898,-37.904477
311,NA,145.1367579,-37.9103087
312,NA,145.1367579,-37.9103087
313,NA,145.1367579,-37.9103087
314,NA,145.13439,-37.91057
315,NA,145.1367579,-37.9103087
316,NA,145.1400375,-37.9096437
317,NA,145.13439,-37.91057
318,NA,145.13439,-37.91057
319,NA,145.13439,-37.91057
320,NA,145.129814,-37.909909
321,NA,145.1338046,-37.91281457
322,NA,145.1425615,-37.9082385
323,NA,145.13439,-37.91057
324,NA,145.129814,-37.909909
325,NA,145.129777,-37.905576
326,NA,145.13439,-37.91057
327,NA,145.1367579,-37.9103087
328,NA,145.1425615,-37.9082385
329,NA,145.129814,-37.909909
330,NA,145.1400375,-37.9096437
331,NA,145.13439,-37.91057
332,NA,145.13439,-37.91057
333,NA,145.1425615,-37.9082385
334,NA,145.13439,-37.91057
335,NA,145.129814,-37.909909
336,NA,145.129814,-37.909909
337,NA,145.13439,-37.91057
338,NA,145.13439,-37.91057
339,NA,145.129814,-37.909909
340,NA,145.1367579,-37.9103087
341,NA,145.1367579,-37.9103087
342,NA,145.129814,-37.909909
343,NA,145.1367579,-37.9103087
344,NA,145.13439,-37.91057
345,NA,145.13439,-37.91057
346,NA,145.1367579,-37.9103087
347,NA,145.1336602,-37.91282007
348,NA,145.1425615,-37.9082385
349,NA,145.1367579,-37.9103087
350,NA,145.1367579,-37.9103087
351,NA,145.129814,-37.909909
352,NA,145.13439,-37.91057
353,NA,145.13439,-37.91057
354,NA,145.13439,-37.91057
355,NA,145.129814,-37.909909
356,NA,145.1367579,-37.9103087
357,NA,145.129898,-37.904477
358,NA,145.129814,-37.909909
359,NA,145.13439,-37.91057
360,NA,145.129814,-37.909909
361,NA,145.13439,-37.91057
362,NA,145.1367579,-37.9103087
363,NA,145.13439,-37.91057
364,NA,145.130327,-37.911652
365,NA,145.13439,-37.91057
366,NA,145.1367579,-37.9103087
367,NA,145.129814,-37.909909
368,NA,145.13439,-37.91057
369,NA,145.13439,-37.91057
370,NA,145.129814,-37.909909
371,NA,145.1367579,-37.9103087
372,NA,145.129814,-37.909909
373,NA,145.1425615,-37.9082385
374,NA,145.1367579,-37.9103087
375,NA,145.1367579,-37.9103087
376,NA,145.1425615,-37.9082385
377,NA,145.13439,-37.91057
378,NA,145.13439,-37.91057
379,NA,145.129814,-37.909909
380,NA,145.13439,-37.91057
381,NA,145.1367579,-37.9103087
382,NA,145.129814,-37.909909
383,NA,145.1367579,-37.9103087
384,NA,145.1367579,-37.9103087
385,NA,145.13439,-37.91057
386,NA,145.13439,-37.91057
387,NA,145.13439,-37.91057
388,NA,145.1367579,-37.9103087
389,NA,145.13439,-37.91057
390,NA,145.1425615,-37.9082385
391,NA,145.13439,-37.91057
392,NA,145.1367579,-37.9103087
393,NA,145.13439,-37.91057
394,NA,145.129814,-37.909909
395,NA,145.1367579,-37.9103087
396,NA,145.1400375,-37.9096437
397,NA,145.13439,-37.91057
398,NA,145.1425615,-37.9082385
399,NA,145.1367579,-37.9103087
400,NA,145.1425615,-37.9082385
401,NA,145.1367579,-37.9103087
402,NA,145.1367579,-37.9103087
403,NA,145.1367579,-37.9103087
404,NA,145.13439,-37.91057
405,NA,145.129814,-37.909909
406,NA,145.13439,-37.91057
407,NA,145.13439,-37.91057
408,NA,145.1367579,-37.9103087
409,NA,145.13439,-37.91057
410,NA,145.14166,-37.90833
411,NA,145.13439,-37.91057
412,NA,145.1400375,-37.9096437
413,NA,145.13439,-37.91057
414,NA,145.1367579,-37.9103087
415,NA,145.134011,-37.911557
416,NA,145.1336171,-37.9127404
417,NA,145.1367579,-37.9103087
418,NA,145.1367579,-37.9103087
419,NA,145.13439,-37.91057
420,NA,145.1367579,-37.9103087
421,NA,145.13439,-37.91057
422,NA,145.13439,-37.91057
423,NA,145.13439,-37.91057
424,NA,145.13439,-37.91057
425,NA,145.1367579,-37.9103087
426,NA,145.13439,-37.91057
427,NA,145.1367579,-37.9103087
428,NA,145.1408,-37.9082
429,NA,145.1367579,-37.9103087
430,NA,145.129814,-37.909909
431,NA,145.1367579,-37.9103087
432,NA,145.1367579,-37.9103087
433,NA,145.13439,-37.91057
434,NA,145.13439,-37.91057
435,NA,145.13439,-37.91057
436,NA,145.129814,-37.909909
437,NA,145.1367579,-37.9103087
438,NA,145.13439,-37.91057
439,NA,145.1400375,-37.9096437
440,NA,145.1400375,-37.9096437
441,NA,145.13439,-37.91057
442,NA,145.1367579,-37.9103087
443,NA,145.13439,-37.91057
444,NA,145.132019,-37.911427
445,NA,145.13439,-37.91057
446,NA,145.1400375,-37.9096437
447,NA,145.13439,-37.91057
448,NA,145.13439,-37.91057
449,NA,145.129814,-37.909909
450,NA,145.1367579,-37.9103087
451,NA,145.13439,-37.91057
452,NA,145.13439,-37.91057
453,NA,145.13439,-37.91057
454,NA,145.1400375,-37.9096437
455,NA,145.1367579,-37.9103087
456,NA,145.1367579,-37.9103087
457,NA,145.1367579,-37.9103087
458,NA,145.1367579,-37.9103087
459,NA,145.1367579,-37.9103087
460,NA,145.13439,-37.91057
461,NA,145.13439,-37.91057
462,NA,145.129814,-37.909909
463,NA,145.1367579,-37.9103087
464,NA,145.1367579,-37.9103087
465,NA,145.1388397,-37.91013986
466,NA,145.13439,-37.91057
467,NA,145.13439,-37.91057
468,NA,145.13439,-37.91057
469,NA,145.1367579,-37.9103087
470,NA,145.138042,-37.9080269
471,NA,145.129814,-37.909909
472,NA,145.1367579,-37.9103087
473,NA,145.1337177,-37.91281972
474,NA,145.13439,-37.91057
475,NA,145.13439,-37.91057
476,NA,145.129814,-37.909909
477,NA,145.13439,-37.91057
478,NA,145.13439,-37.91057
479,NA,145.1367579,-37.9103087
480,NA,145.1367579,-37.9103087
481,NA,145.1367579,-37.9103087
482,NA,145.13439,-37.91057
483,NA,145.13439,-37.91057
484,NA,145.1400375,-37.9096437
485,NA,145.1367579,-37.9103087
486,NA,145.1400375,-37.9096437
487,NA,145.1335107,-37.91271886
488,NA,145.129814,-37.909909
489,NA,145.1367579,-37.9103087
490,NA,145.13439,-37.91057
491,NA,145.1425615,-37.9082385
492,NA,145.13439,-37.91057
493,NA,145.13439,-37.91057
494,NA,145.13439,-37.91057
495,NA,145.1367579,-37.9103087
496,NA,145.13439,-37.91057
497,NA,145.13439,-37.91057
498,NA,145.1367579,-37.9103087
499,NA,145.13439,-37.91057
500,NA,145.129814,-37.909909
501,NA,145.13439,-37.91057
502,NA,145.13439,-37.91057
503,NA,145.13439,-37.91057
504,NA,145.13439,-37.91057
505,NA,145.129814,-37.909909
506,NA,145.1367579,-37.9103087
507,NA,145.13439,-37.91057
508,NA,145.13439,-37.91057
509,NA,145.1367579,-37.9103087
510,NA,145.13439,-37.91057
511,NA,145.13439,-37.91057
512,NA,145.1367579,-37.9103087
513,NA,145.1381925,-37.907739050000004
514,NA,145.1425615,-37.9082385
515,NA,145.13439,-37.91057
516,NA,145.1326411,-37.91111432
517,NA,145.13439,-37.91057
518,NA,145.1367579,-37.9103087
519,NA,145.1367579,-37.9103087
520,NA,145.1367579,-37.9103087
521,NA,145.13439,-37.91057
522,NA,145.13439,-37.91057
523,NA,145.1367579,-37.9103087
524,NA,145.1367579,-37.9103087
525,NA,145.13439,-37.91057
526,NA,145.1367579,-37.9103087
527,NA,145.1249572,-37.9135757
528,NA,145.13439,-37.91057
529,NA,145.13439,-37.91057
530,NA,145.134682,-37.915211
531,NA,145.1367579,-37.9103087
532,NA,145.1400375,-37.9096437
533,NA,145.13439,-37.91057
534,NA,145.13439,-37.91057
535,NA,145.13439,-37.91057
536,NA,145.13439,-37.91057
537,NA,145.1367579,-37.9103087
538,NA,145.13439,-37.91057
539,NA,145.1367579,-37.9103087
540,NA,145.1367579,-37.9103087
541,NA,145.1367579,-37.9103087
542,NA,145.1367579,-37.9103087
543,NA,145.1321736,-37.91321574
544,NA,145.1367579,-37.9103087
545,NA,145.129814,-37.909909
546,NA,145.13439,-37.91057
547,NA,145.134011,-37.911557
548,NA,145.129814,-37.909909
549,NA,145.13439,-37.91057
550,NA,145.1321736,-37.91321574
551,NA,145.13439,-37.91057
552,NA,145.1337791,-37.912786
553,NA,145.1367579,-37.9103087
554,NA,145.130327,-37.911652
555,NA,145.1367579,-37.9103087
556,NA,145.13439,-37.91057
557,NA,145.132019,-37.911427
558,NA,145.1367579,-37.9103087
559,NA,145.1367579,-37.9103087
560,NA,145.1400375,-37.9096437
561,NA,145.1367579,-37.9103087
562,NA,145.1400375,-37.9096437
563,NA,145.129814,-37.909909
564,NA,145.1367579,-37.9103087
565,NA,145.13439,-37.91057
566,NA,145.140543,-37.910111
567,NA,145.1425615,-37.9082385
568,NA,145.13439,-37.91057
569,NA,145.1400375,-37.9096437
570,NA,145.1367579,-37.9103087
571,NA,145.129814,-37.909909
572,NA,145.13439,-37.91057
573,NA,145.1367579,-37.9103087
574,NA,145.13439,-37.91057
575,NA,145.1336467,-37.91285017
576,NA,145.129814,-37.909909
577,NA,145.1367579,-37.9103087
578,NA,145.1367579,-37.9103087
579,NA,145.13439,-37.91057
580,NA,145.13439,-37.91057
581,NA,145.129814,-37.909909
582,NA,145.1367579,-37.9103087
583,NA,145.13439,-37.91057
584,NA,145.1400375,-37.9096437
585,NA,145.13439,-37.91057
586,NA,145.1367579,-37.9103087
587,NA,145.1367579,-37.9103087
588,NA,145.13439,-37.91057
589,NA,145.13439,-37.91057
590,NA,145.13439,-37.91057
591,NA,145.1367579,-37.9103087
592,NA,145.1367579,-37.9103087
593,NA,145.1367579,-37.9103087
594,NA,145.1367579,-37.9103087
595,NA,145.13439,-37.91057
596,NA,145.1367579,-37.9103087
597,NA,145.13439,-37.91057
598,NA,145.1367579,-37.9103087
599,NA,145.1425615,-37.9082385
600,NA,145.1367579,-37.9103087
601,NA,145.1367579,-37.9103087
602,NA,145.13439,-37.91057
603,NA,145.1367579,-37.9103087
604,NA,145.1367579,-37.9103087
605,NA,145.1367579,-37.9103087
606,NA,145.1367579,-37.9103087
607,NA,145.13439,-37.91057
608,NA,145.13439,-37.91057
609,NA,145.1367579,-37.9103087
610,NA,145.13439,-37.91057
611,NA,145.1339597,-37.91313533
612,NA,145.1336787,-37.9127285
613,NA,145.13439,-37.91057
614,NA,145.13439,-37.91057
615,NA,145.1367579,-37.9103087
616,NA,145.13439,-37.91057
617,NA,145.13439,-37.91057
618,NA,145.13439,-37.91057
619,NA,145.1367579,-37.9103087
620,NA,145.13439,-37.91057
621,NA,145.13439,-37.91057
622,NA,145.1367579,-37.9103087
623,NA,145.132019,-37.911427
624,NA,145.1367579,-37.9103087
625,NA,145.1367579,-37.9103087
626,NA,145.13439,-37.91057
627,NA,145.1367579,-37.9103087
628,NA,145.129814,-37.909909
629,NA,145.1400375,-37.9096437
630,NA,145.1367579,-37.9103087
631,NA,145.13439,-37.91057
632,NA,145.13439,-37.91057
633,NA,145.13439,-37.91057
634,NA,145.13439,-37.91057
635,NA,145.1367579,-37.9103087
636,NA,145.1367579,-37.9103087
637,NA,145.13439,-37.91057
638,NA,145.1367579,-37.9103087
639,NA,145.1425615,-37.9082385
640,NA,145.13439,-37.91057
641,NA,145.1323552,-37.9109375
642,NA,145.13439,-37.91057
643,NA,145.13439,-37.91057
644,NA,145.1367579,-37.9103087
645,NA,145.13439,-37.91057
646,NA,145.1367579,-37.9103087
647,NA,145.1367579,-37.9103087
648,NA,145.12796,-37.91175
649,NA,145.134682,-37.915211
650,NA,145.1367579,-37.9103087
651,NA,145.1367579,-37.9103087
652,NA,145.1337908,-37.91282426
653,NA,145.13439,-37.91057
654,NA,145.13439,-37.91057
655,NA,145.129814,-37.909909
656,NA,145.1385729,-37.90807496
657,NA,145.129814,-37.909909
658,NA,145.129814,-37.909909
659,NA,145.13439,-37.91057
660,NA,145.1367579,-37.9103087
661,NA,145.13439,-37.91057
662,NA,145.1367579,-37.9103087
663,NA,145.13439,-37.91057
664,NA,145.13439,-37.91057
665,NA,145.13439,-37.91057
666,NA,145.1400375,-37.9096437
667,NA,145.1367579,-37.9103087
668,NA,145.1425615,-37.9082385
669,NA,145.129814,-37.909909
670,NA,145.1367579,-37.9103087
671,NA,145.13439,-37.91057
672,NA,145.1367579,-37.9103087
673,NA,145.129814,-37.909909
674,NA,145.13439,-37.91057
675,NA,145.1367579,-37.9103087
676,NA,145.1367579,-37.9103087
677,NA,145.129814,-37.909909
678,NA,145.13439,-37.91057
679,NA,145.1367579,-37.9103087
680,NA,145.13439,-37.91057
681,NA,145.13439,-37.91057
682,NA,145.1367579,-37.9103087
683,NA,145.1367579,-37.9103087
684,NA,145.1367579,-37.9103087
685,NA,145.13439,-37.91057
686,NA,145.129814,-37.909909
687,NA,145.129814,-37.909909
688,NA,145.129814,-37.909909
689,NA,145.1367579,-37.9103087
690,NA,145.13439,-37.91057
691,NA,145.1367579,-37.9103087
692,NA,145.129814,-37.909909
693,NA,145.129814,-37.909909
694,NA,145.1367579,-37.9103087
695,NA,145.1400375,-37.9096437
696,NA,145.1367579,-37.9103087
697,NA,145.13439,-37.91057
698,NA,145.1367579,-37.9103087
699,NA,145.1367579,-37.9103087
700,NA,145.13439,-37.91057
701,NA,145.1367579,-37.9103087
702,NA,145.1400375,-37.9096437
703,NA,145.1367579,-37.9103087
704,NA,145.13439,-37.91057
705,NA,145.13439,-37.91057
706,NA,145.1425615,-37.9082385
707,NA,145.13439,-37.91057
708,NA,145.1400375,-37.9096437
709,NA,145.13439,-37.91057
710,NA,145.1367579,-37.9103087
711,NA,145.130327,-37.911652
712,NA,145.1367579,-37.9103087
713,NA,145.1367579,-37.9103087
714,NA,145.1367579,-37.9103087
715,NA,145.13439,-37.91057
716,NA,145.1367579,-37.9103087
717,NA,145.129814,-37.909909
718,NA,145.1367579,-37.9103087
719,NA,145.1367579,-37.9103087
720,NA,145.1367579,-37.9103087
721,NA,145.1425615,-37.9082385
722,NA,145.1367579,-37.9103087
723,NA,145.1367579,-37.9103087
724,NA,145.1425615,-37.9082385
725,NA,145.1367579,-37.9103087
726,NA,145.1367579,-37.9103087
727,NA,145.13439,-37.91057
728,NA,145.13439,-37.91057
729,NA,145.1367579,-37.9103087
730,NA,145.1367579,-37.9103087
731,NA,145.13439,-37.91057
732,NA,145.1367579,-37.9103087
733,NA,145.13439,-37.91057
734,NA,145.13439,-37.91057
735,NA,145.13439,-37.91057
736,NA,145.13439,-37.91057
737,NA,145.13439,-37.91057
738,NA,145.1367579,-37.9103087
739,NA,145.1425615,-37.9082385
740,NA,145.129814,-37.909909
741,NA,145.1367579,-37.9103087
742,NA,145.1367579,-37.9103087
743,NA,145.13439,-37.91057
744,NA,145.13439,-37.91057
745,NA,145.13439,-37.91057
746,NA,145.1367579,-37.9103087
747,NA,145.1367579,-37.9103087
748,NA,145.129814,-37.909909
749,NA,145.1367579,-37.9103087
750,NA,145.13439,-37.91057
751,NA,145.1367579,-37.9103087
752,NA,145.13439,-37.91057
753,NA,145.13439,-37.91057
754,NA,145.129814,-37.909909
755,NA,145.13439,-37.91057
756,NA,145.1367579,-37.9103087
757,NA,145.13439,-37.91057
758,NA,145.1367579,-37.9103087
759,NA,145.13439,-37.91057
760,NA,145.1400375,-37.9096437
761,NA,145.1367579,-37.9103087
762,NA,145.13439,-37.91057
763,NA,145.1367579,-37.9103087
764,NA,145.13439,-37.91057
765,NA,145.13439,-37.91057
766,NA,145.1425615,-37.9082385
767,NA,145.1367579,-37.9103087
768,NA,145.1400375,-37.9096437
769,NA,145.130327,-37.911652
770,NA,145.13439,-37.91057
771,NA,145.1367579,-37.9103087
772,NA,145.13439,-37.91057
773,NA,145.1367579,-37.9103087
774,NA,145.1367579,-37.9103087
775,NA,145.13439,-37.91057
776,NA,145.13439,-37.91057
777,NA,145.13439,-37.91057
778,NA,145.13439,-37.91057
779,NA,145.13439,-37.91057
780,NA,145.1367579,-37.9103087
781,NA,145.1367579,-37.9103087
782,NA,145.1367579,-37.9103087
783,NA,145.13439,-37.91057
784,NA,145.13439,-37.91057
785,NA,145.13439,-37.91057
786,NA,145.1367579,-37.9103087
787,NA,145.129777,-37.905576
788,NA,145.13439,-37.91057
789,NA,145.13439,-37.91057
790,NA,145.13439,-37.91057
791,NA,145.131663,-37.912261
792,NA,145.137413,-37.908027
793,NA,145.1367579,-37.9103087
794,NA,145.1425615,-37.9082385
795,NA,145.13439,-37.91057
796,NA,145.1400375,-37.9096437
797,NA,145.1367579,-37.9103087
798,NA,145.13439,-37.91057
799,NA,145.13439,-37.91057
800,NA,145.13439,-37.91057
801,NA,145.13439,-37.91057
802,NA,145.13439,-37.91057
803,NA,145.1400375,-37.9096437
804,NA,145.1367579,-37.9103087
805,NA,145.1416,-37.9083
806,NA,145.13439,-37.91057
807,NA,145.129898,-37.904477
808,NA,145.13439,-37.91057
809,NA,145.1367579,-37.9103087
810,NA,145.129814,-37.909909
811,NA,145.13439,-37.91057
812,NA,145.13439,-37.91057
813,NA,145.13439,-37.91057
814,NA,145.13439,-37.91057
815,NA,145.1367579,-37.9103087
816,NA,145.13439,-37.91057
817,NA,145.13439,-37.91057
818,NA,145.13439,-37.91057
819,NA,145.1400375,-37.9096437
820,NA,145.13439,-37.91057
821,NA,145.1367579,-37.9103087
822,NA,145.129814,-37.909909
823,NA,145.1367579,-37.9103087
824,NA,145.13439,-37.91057
825,NA,145.13439,-37.91057
826,NA,145.130327,-37.911652
827,NA,145.1400375,-37.9096437
